"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "2", "SYSTEM", "Thread Start", " main (1)"
"main", "3", "SYSTEM", "Type Load", " class=java.lang.Object"
"main", "4", "SYSTEM", "Type Load", " class=Qns4.ReadWrite4"
"main", "5", "SYSTEM", "Method Call", " caller=SYSTEM, target=Qns4.ReadWrite4#main:1"
"main", "6", "SYSTEM", "Method Entered", " "
"main", "7", "SYSTEM", "Type Load", " class=java.lang.String"
"main", "8", "SYSTEM", "New Object", " object=java.lang.String[]:1"
"main", "9", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, args=java.lang.String[]:1"
"main", "10", "SYSTEM", "Line Step", " <source unavailable>"
"main", "11", "SYSTEM", "Type Load", " class=Qns4.Database"
"main", "12", "SYSTEM", "New Object", " object=Qns4.Database:1"
"main", "13", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Database:1#Database:1"
"main", "14", "SYSTEM", "Method Entered", " "
"main", "15", "SYSTEM", "Line Step", " <source unavailable>"
"main", "16", "SYSTEM", "Line Step", " <source unavailable>"
"main", "17", "SYSTEM", "Field Write", " context=Qns4.Database:1, data=0"
"main", "18", "SYSTEM", "Line Step", " <source unavailable>"
"main", "19", "SYSTEM", "Field Write", " context=Qns4.Database:1, r=0"
"main", "20", "SYSTEM", "Line Step", " <source unavailable>"
"main", "21", "SYSTEM", "Field Write", " context=Qns4.Database:1, w=0"
"main", "22", "SYSTEM", "Line Step", " <source unavailable>"
"main", "23", "SYSTEM", "Field Write", " context=Qns4.Database:1, w_starv=false"
"main", "24", "SYSTEM", "Line Step", " <source unavailable>"
"main", "25", "SYSTEM", "Field Write", " context=Qns4.Database:1, ww=0"
"main", "26", "SYSTEM", "Line Step", " <source unavailable>"
"main", "27", "SYSTEM", "Field Write", " context=Qns4.Database:1, wr=0"
"main", "28", "SYSTEM", "Line Step", " <source unavailable>"
"main", "29", "SYSTEM", "Field Write", " context=Qns4.Database:1, s1=java.util.concurrent.Semaphore (id=27)"
"main", "30", "SYSTEM", "Line Step", " <source unavailable>"
"main", "31", "SYSTEM", "Field Write", " context=Qns4.Database:1, s2=java.util.concurrent.Semaphore (id=29)"
"main", "32", "SYSTEM", "Line Step", " <source unavailable>"
"main", "33", "SYSTEM", "Method Exit", " returner=Qns4.Database:1#Database:1, value=<void>"
"main", "34", "SYSTEM", "Method Returned", " "
"main", "35", "SYSTEM", "Line Step", " <source unavailable>"
"main", "36", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, d=Qns4.Database:1"
"main", "37", "SYSTEM", "Line Step", " <source unavailable>"
"main", "38", "SYSTEM", "Type Load", " class=java.lang.Thread"
"main", "39", "SYSTEM", "Type Load", " class=Qns4.Writer"
"main", "40", "SYSTEM", "New Object", " object=Qns4.Writer:1"
"main", "41", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Writer:1#Qns4.Writer:1"
"main", "42", "SYSTEM", "Method Entered", " "
"main", "43", "SYSTEM", "Variable Write", " context=Qns4.Writer:1#Qns4.Writer:1, x=1"
"main", "44", "SYSTEM", "Variable Write", " context=Qns4.Writer:1#Qns4.Writer:1, d=Qns4.Database:1"
"main", "45", "SYSTEM", "Line Step", " <source unavailable>"
"main", "46", "SYSTEM", "Line Step", " <source unavailable>"
"main", "47", "SYSTEM", "Field Write", " context=Qns4.Writer:1, d=Qns4.Database:1"
"main", "48", "SYSTEM", "Line Step", " <source unavailable>"
"main", "49", "SYSTEM", "Field Write", " context=Qns4.Writer:1, x=1"
"main", "50", "SYSTEM", "Line Step", " <source unavailable>"
"main", "51", "SYSTEM", "Method Exit", " returner=Qns4.Writer:1#Qns4.Writer:1, value=<void>"
"main", "52", "SYSTEM", "Method Returned", " "
"main", "53", "SYSTEM", "Line Step", " <source unavailable>"
"main", "54", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w1=Qns4.Writer:1"
"main", "55", "SYSTEM", "Line Step", " <source unavailable>"
"main", "56", "SYSTEM", "New Object", " object=Qns4.Writer:2"
"main", "57", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Writer:2#Qns4.Writer:2"
"main", "58", "SYSTEM", "Method Entered", " "
"main", "59", "SYSTEM", "Variable Write", " context=Qns4.Writer:2#Qns4.Writer:2, x=10"
"main", "60", "SYSTEM", "Variable Write", " context=Qns4.Writer:2#Qns4.Writer:2, d=Qns4.Database:1"
"main", "61", "SYSTEM", "Line Step", " <source unavailable>"
"main", "62", "SYSTEM", "Line Step", " <source unavailable>"
"main", "63", "SYSTEM", "Field Write", " context=Qns4.Writer:2, d=Qns4.Database:1"
"main", "64", "SYSTEM", "Line Step", " <source unavailable>"
"main", "65", "SYSTEM", "Field Write", " context=Qns4.Writer:2, x=10"
"main", "66", "SYSTEM", "Line Step", " <source unavailable>"
"main", "67", "SYSTEM", "Method Exit", " returner=Qns4.Writer:2#Qns4.Writer:2, value=<void>"
"main", "68", "SYSTEM", "Method Returned", " "
"main", "69", "SYSTEM", "Line Step", " <source unavailable>"
"main", "70", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w2=Qns4.Writer:2"
"main", "71", "SYSTEM", "Line Step", " <source unavailable>"
"main", "72", "SYSTEM", "New Object", " object=Qns4.Writer:3"
"main", "73", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Writer:3#Qns4.Writer:3"
"main", "74", "SYSTEM", "Method Entered", " "
"main", "75", "SYSTEM", "Variable Write", " context=Qns4.Writer:3#Qns4.Writer:3, x=100"
"main", "76", "SYSTEM", "Variable Write", " context=Qns4.Writer:3#Qns4.Writer:3, d=Qns4.Database:1"
"main", "77", "SYSTEM", "Line Step", " <source unavailable>"
"main", "78", "SYSTEM", "Line Step", " <source unavailable>"
"main", "79", "SYSTEM", "Field Write", " context=Qns4.Writer:3, d=Qns4.Database:1"
"main", "80", "SYSTEM", "Line Step", " <source unavailable>"
"main", "81", "SYSTEM", "Field Write", " context=Qns4.Writer:3, x=100"
"main", "82", "SYSTEM", "Line Step", " <source unavailable>"
"main", "83", "SYSTEM", "Method Exit", " returner=Qns4.Writer:3#Qns4.Writer:3, value=<void>"
"main", "84", "SYSTEM", "Method Returned", " "
"main", "85", "SYSTEM", "Line Step", " <source unavailable>"
"main", "86", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w3=Qns4.Writer:3"
"main", "87", "SYSTEM", "Line Step", " <source unavailable>"
"main", "88", "SYSTEM", "New Object", " object=Qns4.Writer:4"
"main", "89", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Writer:4#Qns4.Writer:4"
"main", "90", "SYSTEM", "Method Entered", " "
"main", "91", "SYSTEM", "Variable Write", " context=Qns4.Writer:4#Qns4.Writer:4, x=1000"
"main", "92", "SYSTEM", "Variable Write", " context=Qns4.Writer:4#Qns4.Writer:4, d=Qns4.Database:1"
"main", "93", "SYSTEM", "Line Step", " <source unavailable>"
"main", "94", "SYSTEM", "Line Step", " <source unavailable>"
"main", "95", "SYSTEM", "Field Write", " context=Qns4.Writer:4, d=Qns4.Database:1"
"main", "96", "SYSTEM", "Line Step", " <source unavailable>"
"main", "97", "SYSTEM", "Field Write", " context=Qns4.Writer:4, x=1000"
"main", "98", "SYSTEM", "Line Step", " <source unavailable>"
"main", "99", "SYSTEM", "Method Exit", " returner=Qns4.Writer:4#Qns4.Writer:4, value=<void>"
"main", "100", "SYSTEM", "Method Returned", " "
"main", "101", "SYSTEM", "Line Step", " <source unavailable>"
"main", "102", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w4=Qns4.Writer:4"
"main", "103", "SYSTEM", "Line Step", " <source unavailable>"
"main", "104", "SYSTEM", "New Object", " object=Qns4.Writer:5"
"main", "105", "SYSTEM", "Method Call", " caller=Qns4.ReadWrite4#main:1, target=Qns4.Writer:5#Qns4.Writer:5"
"main", "106", "SYSTEM", "Method Entered", " "
"main", "107", "SYSTEM", "Variable Write", " context=Qns4.Writer:5#Qns4.Writer:5, x=10000"
"main", "108", "SYSTEM", "Variable Write", " context=Qns4.Writer:5#Qns4.Writer:5, d=Qns4.Database:1"
"main", "109", "SYSTEM", "Line Step", " <source unavailable>"
"main", "110", "SYSTEM", "Line Step", " <source unavailable>"
"main", "111", "SYSTEM", "Field Write", " context=Qns4.Writer:5, d=Qns4.Database:1"
"main", "112", "SYSTEM", "Line Step", " <source unavailable>"
"main", "113", "SYSTEM", "Field Write", " context=Qns4.Writer:5, x=10000"
"main", "114", "SYSTEM", "Line Step", " <source unavailable>"
"main", "115", "SYSTEM", "Method Exit", " returner=Qns4.Writer:5#Qns4.Writer:5, value=<void>"
"main", "116", "SYSTEM", "Method Returned", " "
"main", "117", "SYSTEM", "Line Step", " <source unavailable>"
"main", "118", "SYSTEM", "Variable Write", " context=Qns4.ReadWrite4#main:1, w5=Qns4.Writer:5"
"main", "119", "SYSTEM", "Line Step", " <source unavailable>"
"main", "120", "SYSTEM", "Type Load", " class=Qns4.Reader"
